,filenames,labels
25034,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430274.mp3,Chinese
25035,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430218.mp3,Chinese
25036,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430313.mp3,Chinese
25037,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430220.mp3,Chinese
25038,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430328.mp3,Chinese
25039,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430219.mp3,Chinese
25040,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430375.mp3,Chinese
25041,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430408.mp3,Chinese
25042,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430372.mp3,Chinese
25043,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430340.mp3,Chinese
25044,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430434.mp3,Chinese
25045,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430421.mp3,Chinese
25046,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430419.mp3,Chinese
25047,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430432.mp3,Chinese
25048,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430350.mp3,Chinese
25049,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430371.mp3,Chinese
25050,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430388.mp3,Chinese
25051,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430594.mp3,Chinese
25052,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430478.mp3,Chinese
25053,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430504.mp3,Chinese
25054,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430544.mp3,Chinese
25055,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430534.mp3,Chinese
25056,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430511.mp3,Chinese
25057,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430496.mp3,Chinese
25058,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430609.mp3,Chinese
25059,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430635.mp3,Chinese
25060,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430629.mp3,Chinese
25061,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430623.mp3,Chinese
25062,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430683.mp3,Chinese
25063,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22430863.mp3,Chinese
25064,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431055.mp3,Chinese
25065,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431041.mp3,Chinese
25066,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431109.mp3,Chinese
25067,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431126.mp3,Chinese
25068,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431211.mp3,Chinese
25069,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431600.mp3,Chinese
25070,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431502.mp3,Chinese
25071,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431734.mp3,Chinese
25072,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431789.mp3,Chinese
25073,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431918.mp3,Chinese
25074,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431917.mp3,Chinese
25075,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431836.mp3,Chinese
25076,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431861.mp3,Chinese
25077,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431950.mp3,Chinese
25078,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432028.mp3,Chinese
25079,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22431965.mp3,Chinese
25080,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432077.mp3,Chinese
25081,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432089.mp3,Chinese
25082,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432032.mp3,Chinese
25083,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432173.mp3,Chinese
25084,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432107.mp3,Chinese
25085,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432217.mp3,Chinese
25086,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432216.mp3,Chinese
25087,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432206.mp3,Chinese
25088,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432214.mp3,Chinese
25089,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432186.mp3,Chinese
25090,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432268.mp3,Chinese
25091,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432349.mp3,Chinese
25092,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432625.mp3,Chinese
25093,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432836.mp3,Chinese
25094,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22432892.mp3,Chinese
25095,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433248.mp3,Chinese
25096,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433394.mp3,Chinese
25097,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433458.mp3,Chinese
25098,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433449.mp3,Chinese
25099,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433395.mp3,Chinese
25100,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433285.mp3,Chinese
25101,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433490.mp3,Chinese
25102,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433498.mp3,Chinese
25103,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433755.mp3,Chinese
25104,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433774.mp3,Chinese
25105,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433812.mp3,Chinese
25106,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433927.mp3,Chinese
25107,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22433804.mp3,Chinese
25108,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434502.mp3,Chinese
25109,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434626.mp3,Chinese
25110,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434578.mp3,Chinese
25111,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434627.mp3,Chinese
25112,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434637.mp3,Chinese
25113,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434612.mp3,Chinese
25114,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434566.mp3,Chinese
25115,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22434662.mp3,Chinese
25116,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435105.mp3,Chinese
25117,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435217.mp3,Chinese
25118,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435152.mp3,Chinese
25119,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435266.mp3,Chinese
25120,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435833.mp3,Chinese
25121,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435870.mp3,Chinese
25122,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435868.mp3,Chinese
25123,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435989.mp3,Chinese
25124,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435961.mp3,Chinese
25125,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435953.mp3,Chinese
25126,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435954.mp3,Chinese
25127,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22435947.mp3,Chinese
25128,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22436144.mp3,Chinese
25129,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22436141.mp3,Chinese
25130,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22436102.mp3,Chinese
25131,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22436226.mp3,Chinese
25132,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22436506.mp3,Chinese
25133,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22437101.mp3,Chinese
25134,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22437683.mp3,Chinese
25135,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22437698.mp3,Chinese
25136,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22437692.mp3,Chinese
25137,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22437678.mp3,Chinese
25138,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22437711.mp3,Chinese
25139,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22438670.mp3,Chinese
25140,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22439822.mp3,Chinese
25141,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22439721.mp3,Chinese
25142,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22440089.mp3,Chinese
25143,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22441111.mp3,Chinese
25144,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22441167.mp3,Chinese
25145,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22441464.mp3,Chinese
25146,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22443420.mp3,Chinese
25147,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22447778.mp3,Chinese
25148,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22448997.mp3,Chinese
25149,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22448968.mp3,Chinese
25150,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22448989.mp3,Chinese
25151,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22448992.mp3,Chinese
25152,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22448964.mp3,Chinese
25153,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22448998.mp3,Chinese
25154,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22455645.mp3,Chinese
25155,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22458042.mp3,Chinese
25156,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22458076.mp3,Chinese
25157,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22458050.mp3,Chinese
25158,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22458183.mp3,Chinese
25159,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22459269.mp3,Chinese
25160,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22459298.mp3,Chinese
25161,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22459299.mp3,Chinese
25162,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22459531.mp3,Chinese
25163,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22460226.mp3,Chinese
25164,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22460200.mp3,Chinese
25165,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22460530.mp3,Chinese
25166,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22462228.mp3,Chinese
25167,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22463900.mp3,Chinese
25168,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22470711.mp3,Chinese
25169,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22494014.mp3,Chinese
25170,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22499248.mp3,Chinese
25171,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22543822.mp3,Chinese
25172,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22565806.mp3,Chinese
25173,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22571380.mp3,Chinese
25174,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707201.mp3,Chinese
25175,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707191.mp3,Chinese
25176,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707164.mp3,Chinese
25177,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707240.mp3,Chinese
25178,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707232.mp3,Chinese
25179,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707219.mp3,Chinese
25180,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707330.mp3,Chinese
25181,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707284.mp3,Chinese
25182,drive/My Drive/AI certification with Zaka/Capstone Project/Data/Chinese/common_voice_zh-HK_22707323.mp3,Chinese
